truncated,text,in_reply_to_status_id,id,favorite_count,source,retweeted,coordinates,entities,in_reply_to_screen_name,id_str,retweet_count,in_reply_to_user_id,favorited,user,geo,in_reply_to_user_id_str,lang,created_at,in_reply_to_status_id_str,Label
False,"Now 10 dead in a shooting there today RT ""@BBCDanielS: Charlie Hebdo became well known for publishing the Muhammed cartoons two years agoâ",5.53e+17,5.52785e+17,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,"{'symbols': [], 'user_mentions': [{'id': 331658004, 'indices': [42, 53], 'id_str': '331658004', 'screen_name': 'BBCDanielS', 'name': 'Daniel Sandford'}], 'hashtags': [], 'urls': []}",BBCDanielS,5.52785e+17,0,331658004.0,False,"{'follow_request_sent': False, 'profile_use_background_image': True, 'profile_text_color': '333333', 'default_profile_image': False, 'id': 18370911, 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/578554964/clrvcuc60cp6ce3hqosb.jpeg', 'verified': False, 'profile_location': None, 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000320937958/abf98da1430f224cbea0c75c027a178c_normal.jpeg', 'profile_sidebar_fill_color': 'DDEEF6', 'entities': {'description': {'urls': []}}, 'followers_count': 4671, 'profile_sidebar_border_color': 'C0DEED', 'id_str': '18370911', 'profile_background_color': 'C0DEED', 'listed_count': 118, 'is_translation_enabled': False, 'utc_offset': -21600, 'statuses_count': 5064, 'description': 'agricultural commodity options/futures trader in CBOT corn options pit, student of markets, former meat marketer, renewable energy supporter, duke blue devil', 'friends_count': 4954, 'location': 'Chicago', 'profile_link_color': '0084B4', 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000320937958/abf98da1430f224cbea0c75c027a178c_normal.jpeg', 'following': False, 'geo_enabled': False, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/18370911/1398141023', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/578554964/clrvcuc60cp6ce3hqosb.jpeg', 'name': 'Rob Levy', 'lang': 'en', 'profile_background_tile': False, 'favourites_count': 300, 'screen_name': 'robbylevy', 'notifications': False, 'url': None, 'created_at': 'Thu Dec 25 05:12:43 +0000 2008', 'contributors_enabled': False, 'time_zone': 'Central Time (US & Canada)', 'protected': False, 'default_profile': False, 'is_translator': False}",,331658004.0,en,Wed Jan 07 11:14:08 +0000 2015,5.53e+17,0
False,@BBCDanielS @BBCWorld I'm guessing this is being considered terrorism right now or lone wolf?,5.53e+17,5.52787e+17,0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,"{'symbols': [], 'user_mentions': [{'id': 331658004, 'indices': [0, 11], 'id_str': '331658004', 'screen_name': 'BBCDanielS', 'name': 'Daniel Sandford'}, {'id': 742143, 'indices': [12, 21], 'id_str': '742143', 'screen_name': 'BBCWorld', 'name': 'BBC News (World)'}], 'hashtags': [], 'urls': []}",BBCDanielS,5.52787e+17,0,331658004.0,False,"{'follow_request_sent': False, 'profile_use_background_image': True, 'profile_text_color': '000000', 'default_profile_image': False, 'id': 2806109387, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'verified': False, 'profile_location': None, 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/532430221970907136/KXE60hkF_normal.jpeg', 'profile_sidebar_fill_color': '000000', 'entities': {'description': {'urls': []}}, 'followers_count': 59, 'profile_sidebar_border_color': '000000', 'id_str': '2806109387', 'profile_background_color': 'ABB8C2', 'listed_count': 3, 'is_translation_enabled': False, 'utc_offset': None, 'statuses_count': 2170, 'description': 'A fair minded guy who likes to examine groups rather then join them. If something interests me, I will look into it. Everything in moderation!', 'friends_count': 113, 'location': 'South Carolina', 'profile_link_color': 'FA743E', 'profile_image_url': 'http://pbs.twimg.com/profile_images/532430221970907136/KXE60hkF_normal.jpeg', 'following': False, 'geo_enabled': False, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'name': 'Sam', 'lang': 'en', 'profile_background_tile': True, 'favourites_count': 1320, 'screen_name': 'ModerateInAll', 'notifications': False, 'url': None, 'created_at': 'Sat Oct 04 19:29:14 +0000 2014', 'contributors_enabled': False, 'time_zone': None, 'protected': False, 'default_profile': False, 'is_translator': False}",,331658004.0,en,Wed Jan 07 11:20:08 +0000 2015,5.53e+17,0
False,@BBCDanielS @BBCWorld why would you mention that before knowing the facts #islamphobiaatitsbest,5.53e+17,5.52787e+17,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,"{'symbols': [], 'user_mentions': [{'id': 331658004, 'indices': [0, 11], 'id_str': '331658004', 'screen_name': 'BBCDanielS', 'name': 'Daniel Sandford'}, {'id': 742143, 'indices': [12, 21], 'id_str': '742143', 'screen_name': 'BBCWorld', 'name': 'BBC News (World)'}], 'hashtags': [{'indices': [74, 95], 'text': 'islamphobiaatitsbest'}], 'urls': []}",BBCDanielS,5.52787e+17,1,331658004.0,False,"{'follow_request_sent': False, 'profile_use_background_image': True, 'profile_text_color': '333333', 'default_profile_image': False, 'id': 146142164, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'verified': False, 'profile_location': None, 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/580763136078254080/CK1fN4hj_normal.jpg', 'profile_sidebar_fill_color': 'DDEEF6', 'entities': {'description': {'urls': []}}, 'followers_count': 96357, 'profile_sidebar_border_color': 'C0DEED', 'id_str': '146142164', 'profile_background_color': 'C0DEED', 'listed_count': 9, 'is_translation_enabled': False, 'utc_offset': 0, 'statuses_count': 12064, 'description': 'Aut Viam Inveniam Aut Faciam                    #FreePalestine', 'friends_count': 385, 'location': '', 'profile_link_color': '0084B4', 'profile_image_url': 'http://pbs.twimg.com/profile_images/580763136078254080/CK1fN4hj_normal.jpg', 'following': False, 'geo_enabled': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/146142164/1348994314', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'name': 'Tarquini', 'lang': 'en', 'profile_background_tile': False, 'favourites_count': 78, 'screen_name': 'GabTarquini', 'notifications': False, 'url': None, 'created_at': 'Thu May 20 18:02:40 +0000 2010', 'contributors_enabled': False, 'time_zone': 'London', 'protected': False, 'default_profile': True, 'is_translator': False}",,331658004.0,en,Wed Jan 07 11:20:18 +0000 2015,5.53e+17,0
False,@BBCDanielS @BBCWorld perps identified?,5.53e+17,5.52787e+17,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,"{'symbols': [], 'user_mentions': [{'id': 331658004, 'indices': [0, 11], 'id_str': '331658004', 'screen_name': 'BBCDanielS', 'name': 'Daniel Sandford'}, {'id': 742143, 'indices': [12, 21], 'id_str': '742143', 'screen_name': 'BBCWorld', 'name': 'BBC News (World)'}], 'hashtags': [], 'urls': []}",BBCDanielS,5.52787e+17,0,331658004.0,False,"{'follow_request_sent': False, 'profile_use_background_image': True, 'profile_text_color': '333333', 'default_profile_image': False, 'id': 940853760, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'verified': False, 'profile_location': None, 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/543730751607689216/uSksxXgp_normal.jpeg', 'profile_sidebar_fill_color': 'DDEEF6', 'entities': {'description': {'urls': []}}, 'followers_count': 751, 'profile_sidebar_border_color': 'C0DEED', 'id_str': '940853760', 'profile_background_color': 'C0DEED', 'listed_count': 12, 'is_translation_enabled': False, 'utc_offset': 3600, 'statuses_count': 13256, 'description': 'Think free, speak free. istediÄini sÃ¶yleyen istemediÄini iÅitir.', 'friends_count': 1332, 'location': '', 'profile_link_color': '3FB300', 'profile_image_url': 'http://pbs.twimg.com/profile_images/543730751607689216/uSksxXgp_normal.jpeg', 'following': False, 'geo_enabled': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/940853760/1407162204', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'name': 'freespeech', 'lang': 'en', 'profile_background_tile': False, 'favourites_count': 41, 'screen_name': 'freethought41', 'notifications': False, 'url': None, 'created_at': 'Sun Nov 11 08:55:08 +0000 2012', 'contributors_enabled': False, 'time_zone': 'Amsterdam', 'protected': False, 'default_profile': False, 'is_translator': False}",,331658004.0,en,Wed Jan 07 11:20:54 +0000 2015,5.53e+17,0
False,@BBCDanielS @BBCWorld who is charlie hebdo?,5.53e+17,5.52788e+17,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,"{'symbols': [], 'user_mentions': [{'id': 331658004, 'indices': [0, 11], 'id_str': '331658004', 'screen_name': 'BBCDanielS', 'name': 'Daniel Sandford'}, {'id': 742143, 'indices': [12, 21], 'id_str': '742143', 'screen_name': 'BBCWorld', 'name': 'BBC News (World)'}], 'hashtags': [], 'urls': []}",BBCDanielS,5.52788e+17,0,331658004.0,False,"{'follow_request_sent': False, 'profile_use_background_image': True, 'profile_text_color': '333333', 'default_profile_image': False, 'id': 2888783532, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'verified': False, 'profile_location': None, 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/589881073028345856/F2Z16SzZ_normal.jpg', 'profile_sidebar_fill_color': 'DDEEF6', 'entities': {'description': {'urls': []}}, 'followers_count': 115, 'profile_sidebar_border_color': 'C0DEED', 'id_str': '2888783532', 'profile_background_color': 'C0DEED', 'listed_count': 2, 'is_translation_enabled': False, 'utc_offset': None, 'statuses_count': 9153, 'description': 'Singaporean Muslim Harmonizer', 'friends_count': 91, 'location': 'Singapore', 'profile_link_color': '0084B4', 'profile_image_url': 'http://pbs.twimg.com/profile_images/589881073028345856/F2Z16SzZ_normal.jpg', 'following': False, 'geo_enabled': False, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2888783532/1417960111', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'name': 'bella', 'lang': 'en', 'profile_background_tile': False, 'favourites_count': 1415, 'screen_name': 'im_a_5H_Voter', 'notifications': False, 'url': None, 'created_at': 'Mon Nov 03 17:35:07 +0000 2014', 'contributors_enabled': False, 'time_zone': None, 'protected': False, 'default_profile': True, 'is_translator': False}",,331658004.0,en,Wed Jan 07 11:24:59 +0000 2015,5.53e+17,0
False,@im_a_5H_Voter A French satirical magazine,5.53e+17,5.52789e+17,1,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,"{'symbols': [], 'user_mentions': [{'id': 2888783532, 'indices': [0, 14], 'id_str': '2888783532', 'screen_name': 'im_a_5H_Voter', 'name': 'bella'}], 'hashtags': [], 'urls': []}",im_a_5H_Voter,5.52789e+17,1,2888783532.0,False,"{'follow_request_sent': False, 'profile_use_background_image': True, 'profile_text_color': '5A5A5A', 'default_profile_image': False, 'id': 331658004, 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/337316083/bbc_twitter_template1280.jpg', 'verified': True, 'profile_location': None, 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1497949200/DanielSandfordSmall_normal.jpg', 'profile_sidebar_fill_color': 'FFFFFF', 'entities': {'url': {'urls': [{'url': 'http://t.co/tPNR3GoVZJ', 'indices': [0, 22], 'expanded_url': 'http://news.bbc.co.uk', 'display_url': 'news.bbc.co.uk'}]}, 'description': {'urls': []}}, 'followers_count': 42411, 'profile_sidebar_border_color': 'CCCCCC', 'id_str': '331658004', 'profile_background_color': 'FFFFFF', 'listed_count': 1666, 'is_translation_enabled': False, 'utc_offset': 14400, 'statuses_count': 15297, 'description': 'I am Home Affairs Correspondent for BBC News. Police, prisons, law, crime and terrorism. Before that Moscow Correspondent so still tweet about Russia/Ukraine.', 'friends_count': 2308, 'location': '', 'profile_link_color': '1F527B', 'profile_image_url': 'http://pbs.twimg.com/profile_images/1497949200/DanielSandfordSmall_normal.jpg', 'following': False, 'geo_enabled': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/331658004/1360223450', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/337316083/bbc_twitter_template1280.jpg', 'name': 'Daniel Sandford', 'lang': 'en', 'profile_background_tile': False, 'favourites_count': 0, 'screen_name': 'BBCDanielS', 'notifications': False, 'url': 'http://t.co/tPNR3GoVZJ', 'created_at': 'Fri Jul 08 14:32:54 +0000 2011', 'contributors_enabled': False, 'time_zone': 'Moscow', 'protected': False, 'default_profile': False, 'is_translator': False}",,2888783532.0,en,Wed Jan 07 11:27:11 +0000 2015,5.53e+17,0
False,"@GabTarquini @BBCDanielS @BBCWorld Maybe because they shouted ""the prophet have been avenged"" thus making it relevant to the story?",5.53e+17,5.5279e+17,1,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,"{'symbols': [], 'user_mentions': [{'id': 146142164, 'indices': [0, 12], 'id_str': '146142164', 'screen_name': 'GabTarquini', 'name': 'Tarquini'}, {'id': 331658004, 'indices': [13, 24], 'id_str': '331658004', 'screen_name': 'BBCDanielS', 'name': 'Daniel Sandford'}, {'id': 742143, 'indices': [25, 34], 'id_str': '742143', 'screen_name': 'BBCWorld', 'name': 'BBC News (World)'}], 'hashtags': [], 'urls': []}",GabTarquini,5.5279e+17,0,146142164.0,False,"{'follow_request_sent': False, 'profile_use_background_image': True, 'profile_text_color': '333333', 'default_profile_image': False, 'id': 295789381, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'verified': False, 'profile_location': None, 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/552843795385958400/NnALO8TS_normal.jpeg', 'profile_sidebar_fill_color': 'DDEEF6', 'entities': {'description': {'urls': []}}, 'followers_count': 128, 'profile_sidebar_border_color': 'C0DEED', 'id_str': '295789381', 'profile_background_color': 'C0DEED', 'listed_count': 4, 'is_translation_enabled': False, 'utc_offset': 3600, 'statuses_count': 4075, 'description': '', 'friends_count': 119, 'location': '', 'profile_link_color': '000000', 'profile_image_url': 'http://pbs.twimg.com/profile_images/552843795385958400/NnALO8TS_normal.jpeg', 'following': False, 'geo_enabled': False, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/295789381/1398507760', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'name': 'S. Jakobsen', 'lang': 'en', 'profile_background_tile': False, 'favourites_count': 2129, 'screen_name': 'S_Jakobsen', 'notifications': False, 'url': None, 'created_at': 'Mon May 09 17:27:22 +0000 2011', 'contributors_enabled': False, 'time_zone': 'Copenhagen', 'protected': False, 'default_profile': False, 'is_translator': False}",,146142164.0,en,Wed Jan 07 11:34:13 +0000 2015,5.53e+17,0
False,@S_Jakobsen @BBCDanielS @BBCWorld what's your source? I've not heard that reported as of yet...,5.53e+17,5.52791e+17,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,"{'symbols': [], 'user_mentions': [{'id': 295789381, 'indices': [0, 11], 'id_str': '295789381', 'screen_name': 'S_Jakobsen', 'name': 'S. Jakobsen'}, {'id': 331658004, 'indices': [12, 23], 'id_str': '331658004', 'screen_name': 'BBCDanielS', 'name': 'Daniel Sandford'}, {'id': 742143, 'indices': [24, 33], 'id_str': '742143', 'screen_name': 'BBCWorld', 'name': 'BBC News (World)'}], 'hashtags': [], 'urls': []}",S_Jakobsen,5.52791e+17,0,295789381.0,False,"{'follow_request_sent': False, 'profile_use_background_image': True, 'profile_text_color': '333333', 'default_profile_image': False, 'id': 146142164, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'verified': False, 'profile_location': None, 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/580763136078254080/CK1fN4hj_normal.jpg', 'profile_sidebar_fill_color': 'DDEEF6', 'entities': {'description': {'urls': []}}, 'followers_count': 96357, 'profile_sidebar_border_color': 'C0DEED', 'id_str': '146142164', 'profile_background_color': 'C0DEED', 'listed_count': 9, 'is_translation_enabled': False, 'utc_offset': 0, 'statuses_count': 12064, 'description': 'Aut Viam Inveniam Aut Faciam                    #FreePalestine', 'friends_count': 385, 'location': '', 'profile_link_color': '0084B4', 'profile_image_url': 'http://pbs.twimg.com/profile_images/580763136078254080/CK1fN4hj_normal.jpg', 'following': False, 'geo_enabled': True, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/146142164/1348994314', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'name': 'Tarquini', 'lang': 'en', 'profile_background_tile': False, 'favourites_count': 78, 'screen_name': 'GabTarquini', 'notifications': False, 'url': None, 'created_at': 'Thu May 20 18:02:40 +0000 2010', 'contributors_enabled': False, 'time_zone': 'London', 'protected': False, 'default_profile': True, 'is_translator': False}",,295789381.0,en,Wed Jan 07 11:37:55 +0000 2015,5.53e+17,0
False,"@GabTarquini @BBCDanielS @BBCWorld Several men in black cagoules were heard to shout 'the Prophet has been avenged'"", wrote Pierre de",5.53e+17,5.52791e+17,0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,"{'symbols': [], 'user_mentions': [{'id': 146142164, 'indices': [0, 12], 'id_str': '146142164', 'screen_name': 'GabTarquini', 'name': 'Tarquini'}, {'id': 331658004, 'indices': [13, 24], 'id_str': '331658004', 'screen_name': 'BBCDanielS', 'name': 'Daniel Sandford'}, {'id': 742143, 'indices': [25, 34], 'id_str': '742143', 'screen_name': 'BBCWorld', 'name': 'BBC News (World)'}], 'hashtags': [], 'urls': []}",GabTarquini,5.52791e+17,0,146142164.0,False,"{'follow_request_sent': False, 'profile_use_background_image': True, 'profile_text_color': '333333', 'default_profile_image': False, 'id': 295789381, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'verified': False, 'profile_location': None, 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/552843795385958400/NnALO8TS_normal.jpeg', 'profile_sidebar_fill_color': 'DDEEF6', 'entities': {'description': {'urls': []}}, 'followers_count': 128, 'profile_sidebar_border_color': 'C0DEED', 'id_str': '295789381', 'profile_background_color': 'C0DEED', 'listed_count': 4, 'is_translation_enabled': False, 'utc_offset': 3600, 'statuses_count': 4075, 'description': '', 'friends_count': 119, 'location': '', 'profile_link_color': '000000', 'profile_image_url': 'http://pbs.twimg.com/profile_images/552843795385958400/NnALO8TS_normal.jpeg', 'following': False, 'geo_enabled': False, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/295789381/1398507760', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'name': 'S. Jakobsen', 'lang': 'en', 'profile_background_tile': False, 'favourites_count': 2129, 'screen_name': 'S_Jakobsen', 'notifications': False, 'url': None, 'created_at': 'Mon May 09 17:27:22 +0000 2011', 'contributors_enabled': False, 'time_zone': 'Copenhagen', 'protected': False, 'default_profile': False, 'is_translator': False}",,146142164.0,en,Wed Jan 07 11:38:47 +0000 2015,5.53e+17,0
False,"@GabTarquini @BBCDanielS @BBCWorld Cossette, a broadcast journalist with Europe1 News. Hope that helps mate. From: http://t.co/dOP4uBRBSr",5.53e+17,5.52792e+17,0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,"{'symbols': [], 'user_mentions': [{'id': 146142164, 'indices': [0, 12], 'id_str': '146142164', 'screen_name': 'GabTarquini', 'name': 'Tarquini'}, {'id': 331658004, 'indices': [13, 24], 'id_str': '331658004', 'screen_name': 'BBCDanielS', 'name': 'Daniel Sandford'}, {'id': 742143, 'indices': [25, 34], 'id_str': '742143', 'screen_name': 'BBCWorld', 'name': 'BBC News (World)'}], 'hashtags': [], 'urls': [{'url': 'http://t.co/dOP4uBRBSr', 'indices': [115, 137], 'expanded_url': 'http://www.telegraph.co.uk/news/worldnews/europe/france/11329949/Shooting-reported-at-Paris-magazine-Charlie-Hebdo.html', 'display_url': 'telegraph.co.uk/news/worldnewsâ¦'}]}",S_Jakobsen,5.52792e+17,0,295789381.0,False,"{'follow_request_sent': False, 'profile_use_background_image': True, 'profile_text_color': '333333', 'default_profile_image': False, 'id': 295789381, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'verified': False, 'profile_location': None, 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/552843795385958400/NnALO8TS_normal.jpeg', 'profile_sidebar_fill_color': 'DDEEF6', 'entities': {'description': {'urls': []}}, 'followers_count': 128, 'profile_sidebar_border_color': 'C0DEED', 'id_str': '295789381', 'profile_background_color': 'C0DEED', 'listed_count': 4, 'is_translation_enabled': False, 'utc_offset': 3600, 'statuses_count': 4075, 'description': '', 'friends_count': 119, 'location': '', 'profile_link_color': '000000', 'profile_image_url': 'http://pbs.twimg.com/profile_images/552843795385958400/NnALO8TS_normal.jpeg', 'following': False, 'geo_enabled': False, 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/295789381/1398507760', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'name': 'S. Jakobsen', 'lang': 'en', 'profile_background_tile': False, 'favourites_count': 2129, 'screen_name': 'S_Jakobsen', 'notifications': False, 'url': None, 'created_at': 'Mon May 09 17:27:22 +0000 2011', 'contributors_enabled': False, 'time_zone': 'Copenhagen', 'protected': False, 'default_profile': False, 'is_translator': False}",,295789381.0,en,Wed Jan 07 11:39:12 +0000 2015,5.53e+17,0
